이름,카테고리,주소,위도,경도,전화번호,링크
청와옥 군자역직영점,"음식점>한식>육류,고기요리>순대,순댓국",서울특별시 광진구 천호대로 562,37.5565019,127.0804536,,https://www.instagram.com/cheongwaok/
요비 건대입구본점,술집>이자카야,서울특별시 광진구 아차산로29길 34,37.5423051,127.0688851,,https://app.catchtable.co.kr/ct/shop/yobi?from=share&type=DINING
신선술집 도원 건대 본점,술집>요리주점,"서울특별시 광진구 아차산로33길 33 2, 3층",37.5417435,127.0704477,,https://dowon.jalib.site/
뇌산마을 건대직영점,음식점>한식,서울특별시 광진구 아차산로33길 34 지층,37.5417186,127.0706156,,https://catchtable.co.kr/noesanmaeul_geondae
이찌방이야기 본점,음식점>술집>이자카야,서울특별시 광진구 동일로22길 57 1층,37.5417389,127.0674549,,https://noti.tabling.co.kr/link/point?path=restaurant_details&restaurant_idx=3707
만경상회 건대본점,술집>요리주점,서울특별시 광진구 동일로22길 40,37.5419016,127.0663703,,https://booking.naver.com/booking/6/bizes/79098
호야초밥참치 본점,"음식점>일식>초밥,롤",서울특별시 광진구 능동로13길 39 1층,37.5434686,127.0701571,,
후토,술집>이자카야,서울특별시 광진구 동일로24길 98 2층 후토,37.5423383,127.0702630,,https://www.instagram.com/izakaya_huto
이이요,음식점>일식>일식당,서울특별시 광진구 능동로32길 6,37.5552102,127.0789289,,
황순애신토불이떡볶이,분식>떡볶이,서울특별시 광진구 천호대로129길 15 102호,37.5527299,127.0904770,,
신토불이 떡볶이 본점,분식>떡볶이,서울특별시 광진구 자양로43길 42,37.5526000,127.0905000,,
순금이떡볶이 아차산 본점,분식>떡볶이,서울특별시 광진구 자양로43길 43,37.5525171,127.0902000,,
모두랑,분식>종합분식,서울특별시 광진구 자양로28길 24,37.5420971,127.0855240,,http://모두랑.com/
이화만두,분식>만두,서울특별시 광진구 능동로 278-1 이화만두,37.5547266,127.0784423,,https://instagram.com/ewhamandu
탐앤탐스 블랙그레이트점,"카페,디저트>카페",서울특별시 광진구 아차산로 426,37.5377991,127.0896988,,
뚜레쥬르 건국대병원점,"카페,디저트>베이커리",서울특별시 광진구 능동로 120-1 지하1층,37.5403764,127.0718276,,
환원당,"음식점>카페,디저트",서울특별시 광진구 능동로 166,37.5452917,127.0735129,,https://www.instagram.com/hwan_won_dang
탄토탄토,음식점>이탈리아음식,서울특별시 광진구 아차산로33길 49 2층,37.5425095,127.0707414,,https://www.instagram.com/tantotanto_ku
도우터 건대점,브런치카페,서울특별시 광진구 아차산로31길 40 1층,37.5426880,127.0701767,,https://app.catchtable.co.kr/ct/shop/daughter_cafe
그랜드 워커힐 서울 더파빌리온,"카페,디저트>카페",서울특별시 광진구 워커힐로 177 그랜드 워커힐 서울 1층 로비,37.5551690,127.1107738,,https://www.walkerhill.com/grandwalkerhillseoul/dining/ThePavilion
37.5 광진점,음식점>양식,서울특별시 광진구 아차산로76가길 5 1층,37.5472313,127.1076278,,http://www.cafe375.com
부대찌개대사관 구로디지털본점,"한식>찌개,전골",서울특별시 구로구 디지털로33길 12 1층 104호,37.4864437,126.8959214,,https://www.instagram.com/_embassyofficial/
봉고기,"한식>육류,고기요리",서울특별시 구로구 경인로 619-3 푸르지오 3차 아파트 상가 1층,37.5068693,126.8838985,,http://pf.kakao.com/_GnjSK
팔각도 신도림역점,"음식점>한식>육류,고기요리>닭갈비",서울특별시 구로구 경인로 643 신도림2차 동아아파트 205가동 상가 1층 116호,37.5084095,126.8868281,,http://www.8gakdo.co.kr
새벽집 양곱창,"한식>곱창,막창,양",서울특별시 구로구 경인로 619-60 1층 (신도림동) 신도림맛집 새벽집양곱창,37.5073149,126.8843639,,
맥도날드 고척DT점,양식>햄버거,서울특별시 구로구 경인로 393,37.4972441,126.8635139,,https://www.mcdonalds.co.kr/
월드킹 구로점,"키즈카페,실내놀이터",서울특별시 구로구 경인로 393-7 2동 지하1층,37.4974484,126.8630394,,https://www.instagram.com/worldking_guro
메이비카페,음식점>브런치,서울특별시 구로구 디지털로32나길 51 1층 메이비,37.4850394,126.9004372,,https://www.instagram.com/mayb_cafe
스타벅스 포포인츠구로점,"카페,디저트>카페",서울특별시 구로구 디지털로32길 72 구로호텔 1층 (구로동),37.4832868,126.8988209,,http://www.starbucks.co.kr/
스타벅스 구로NC점,"카페,디저트>카페",서울특별시 구로구 구로중앙로 152 (구로동) 구로NC,37.5012190,126.8827980,,http://www.starbucks.co.kr/
스타벅스 오류동역점,"카페,디저트>카페",서울특별시 구로구 경인로 216 (오류동),37.4962155,126.8448614,,http://www.starbucks.co.kr/
육풍 구로디지털단지점,"육류,고기요리>돼지고기구이",서울특별시 구로구 디지털로32나길 20,37.4838813,126.9005774,,http://naver.me/50f4QUaD
신림춘천집 구로디지털 직영점,음식점>한식,서울특별시 구로구 디지털로32나길 17-23 1층,37.4840596,126.8998615,,https://app.catchtable.co.kr/ct/shop/silimchuncheon_guro
더족발 신도림본점,"한식>족발,보쌈",서울특별시 구로구 경인로 619-3 신도림3차푸르지오아파트 상가 1층 더족발,37.5065715,126.8840032,,https://www.instagram.com/sindorim_thejokbal/
한사발포차 신도림점,술집>요리주점,서울특별시 구로구 새말로18길 28 1층,37.5054545,126.8926230,,https://www.instagram.com/hansabal_sindorim
닭장맥주 구로디지털단지점,술집>요리주점,서울특별시 구로구 시흥대로 565 모나미빌딩 1층,37.4835319,126.9015847,,https://www.instagram.com/dackjangmacju_official/
주궁,술집>요리주점,서울특별시 구로구 경인로47길 22,37.5005231,126.8667171,,https://www.instagram.com/jugung2015/
최우영스시,"음식점>일식>초밥,롤",서울특별시 구로구 디지털로 288 지1층비118호,37.4837318,126.8953657,,https://www.instagram.com/cwyseafood
반달수산,한식>생선회,서울특별시 구로구 디지털로32길 97-9,37.4834953,126.9006552,,
크랩회피쉬 구로디지털단지점,한식>생선회,서울특별시 구로구 디지털로32가길 25 1층 102-4호,37.4822973,126.8989564,,
카나미스시 신도림본점,음식점>일식>일식당,서울특별시 구로구 공원로6나길 39-13 2층,37.5049026,126.8914163,,http://pf.kakao.com/_WHSjG
이자카야나무 구로디지털단지점,음식점>술집>이자카야,서울특별시 구로구 디지털로32나길 38 2층 이자카야나무,37.4846339,126.9012439,,https://app.catchtable.co.kr/ct/shop/Izakayanamuguro
싸다김밥 신도림역점,음식점>분식,서울특별시 구로구 경인로 661 1층 싸다김밥 신도림역점,37.5095327,126.8883235,,https://ssadagb.com
청담동마녀김밥 구로디지털점,음식점>분식,서울특별시 구로구 디지털로34길 55 코오롱싸이언스밸리 2차 125호,37.4843021,126.8989381,,https://www.instagram.com/witchgimbap_gudi
바르다김선생 신도림역점,음식점>분식,"서울특별시 구로구 경인로 661 신도림1차푸르지오 152,162호",37.5098587,126.8883751,,http://www.teacherkim.co.kr
먹깨비김밥,분식>김밥,서울특별시 구로구 디지털로32길 87,37.4832881,126.9000183,,
연희김밥,분식>김밥,서울특별시 구로구 오리로 1149 비110호,37.4867220,126.8383748,,
뚜레쥬르 구로디지털직영점,"카페,디저트>베이커리",서울특별시 구로구 디지털로32길 79,37.4833969,126.8998395,,
파리바게뜨 오류역점,"카페,디저트>베이커리",서울특별시 구로구 경인로 203-2 1층,37.4961498,126.8436077,,http://www.paris.co.kr/
파리바게뜨 구로제일점,"카페,디저트>베이커리",서울특별시 구로구 디지털로34길 55 1층 111호 파리바게뜨,37.4837246,126.8991964,,http://www.paris.co.kr/
파리바게뜨 신도림역점,"카페,디저트>베이커리",서울특별시 구로구 경인로 661 신도림1차푸르지오,37.5093533,126.8878851,,https://www.paris.co.kr/
파리바게뜨 신도림테크노마트점,"카페,디저트>베이커리",서울특별시 구로구 새말로 97 신도림테크노마트,37.5065136,126.8904736,,http://www.paris.co.kr/
더티프라이 신도림점,음식점>햄버거,서울특별시 구로구 새말로 97 테크노마트 지하1층 더티프라이 신도림점,37.5066361,126.8909520,,https://www.instagram.com/dirtyfry_official/
브런치빈 구로항동점,음식점>양식>브런치,"서울특별시 구로구 서해안로 2104 엠프라자 303호, 304호",37.4804308,126.8237370,,https://www.instagram.com/brunchbean_official
라마노피자,음식점>피자,서울특별시 구로구 디지털로34길 55 코오롱싸이언스밸리2차 지하1층 B119호,37.4841594,126.8994585,,https://app.catchtable.co.kr/ct/shop/lamanopizza
라크라센타,"음식점>카페,디저트",서울특별시 구로구 가마산로 242 1층 (희망재단),37.4944202,126.8876272,,https://www.instagram.com/lacrescenta_guro
현대아울렛 가산점,종합도소매>아울렛,서울특별시 금천구 디지털로10길 9,37.4776205,126.8891136,,http://www.ehyundai.com/newPortal/outlet/DP/DP000000_V.do?branchCd=B00171000
맥도날드 서울시흥DT점,양식>햄버거,서울특별시 금천구 시흥대로 184,37.4504836,126.9027398,,https://www.mcdonalds.co.kr/
애월빵공장 가산점,"카페,디저트>베이커리",서울특별시 금천구 디지털로10길 37 아스크타워 S동,37.4769610,126.8895798,,https://blog.naver.com/aewolbakery
맥도날드 마리오아울렛점,양식>햄버거,서울특별시 금천구 디지털로 185 마리오아울렛1,37.4782883,126.8869133,,https://www.mcdonalds.co.kr/
인크커피 가산점,"음식점>카페,디저트",서울특별시 금천구 가산디지털2로 127-20,37.4793668,126.8780410,,https://smartstore.naver.com/inccoffee
쥬라리움 금천점,"여행,명소>동물원",서울특별시 금천구 두산로 71 3층 쥬라리움,37.4706228,126.8956736,,https://zoorarium.com/geumcheon
스타벅스 가산디지털점,"카페,디저트>카페","서울특별시 금천구 가산디지털1로 168 (가산동), 우림라이온스밸리 B동 1층",37.4800605,126.8823115,,http://www.starbucks.co.kr/
스타벅스 가산에스케이점,"카페,디저트>카페","서울특별시 금천구 가산디지털1로 171 (가산동), SK V1센터 1층",37.4808240,126.8810007,,http://www.starbucks.co.kr/
한옥집 숯불갈비 서울본점,"한식>육류,고기요리",서울특별시 금천구 시흥대로141길 71 1층,37.4760703,126.8976798,,https://blog.naver.com/hanokjip_beef
강강술래 시흥점,"한식>육류,고기요리","서울특별시 금천구 시흥대로 193 아람아이씨티타워 1층,2층",37.4509191,126.9014603,,https://sullai.com/
문정곱창 가산본점,"한식>곱창,막창,양","서울특별시 금천구 디지털로12길 37 1층 103, 104호",37.4771674,126.8902678,,
푸름상회,한식>돼지고기구이,서울특별시 금천구 시흥대로52길 18 1층 푸름상회,37.4522600,126.9025431,,https://app.catchtable.co.kr/ct/shop/pureum_meat
원다정 왕소금구이,한식>돼지고기구이,서울특별시 금천구 시흥대로48길 1 1층,37.4510585,126.9029904,,https://www.instagram.com/wdj_gogizip
텐마루,술집>이자카야,서울특별시 금천구 디지털로12길 21 2층,37.4777423,126.8898416,,
위자네 독산점,술집>이자카야,서울특별시 금천구 범안로 1246 1층 위자네 독산점,37.4663568,126.9002563,,https://www.instagram.com/weeja_doksan
꽃히다,술집>이자카야,서울특별시 금천구 가산디지털1로 168 우림라이온스밸리 A동 2층 221호,37.4808364,126.8821248,,https://www.instagram.com/izakayaggochida
술속의밤 가산점,술집>요리주점,서울특별시 금천구 디지털로9길 99 127호 술속의밤 가산점,37.4816671,126.8848599,,
이화룡 불짬뽕,중식>중식당,서울특별시 금천구 시흥대로122길 15,37.4694680,126.8990461,,
은행골 가산점,"음식점>일식>초밥,롤",서울특별시 금천구 가산디지털1로 171 201호,37.4805619,126.8810152,,
은행골 금천구 시흥점,"음식점>일식>초밥,롤",서울특별시 금천구 시흥대로 198,37.4515672,126.9022117,,
고조 가산점,음식점>일식>일식당,서울특별시 금천구 가산디지털2로 101 B동 2층 202호,37.4769354,126.8795230,,https://app.catchtable.co.kr/ct/shop/gozo_?from=share&type=VISIT_RESERVATION
원조홍어회집,음식점>한식,서울특별시 금천구 시흥대로52길 8 1층,37.4518090,126.9027155,,
탐나종합어시장 시흥사거리점,"해물,생선요리>생선회",서울특별시 금천구 금하로 636 지상1층,37.4546439,126.9018104,,https://blog.naver.com/5tamna
할매손충무김밥 홈플러스 금천점,분식>김밥,서울특별시 금천구 시흥대로 391,37.4686638,126.8968853,,
김밥전문공간얌얌 본점,분식>김밥,서울특별시 금천구 금하로 675 1층,37.4527873,126.9053869,,
김밥천국 가산디지털단지역점,음식점>분식,서울특별시 금천구 가산디지털1로 145 에이스하이엔드타워3,37.4782937,126.8819534,,
고봉민김밥인 금천롯데캐슬점,음식점>분식,서울특별시 금천구 시흥대로 291,37.4601303,126.8963487,,https://blog.naver.com/kbm4u
싸다김밥 가산디지털점,음식점>분식,서울특별시 금천구 가산디지털2로 46,37.4726004,126.8828491,,https://ssadagb.com
핫브레드 가산디지털단지역점,"카페,디저트>베이커리",서울특별시 금천구 벚꽃로 309,37.4815957,126.8825595,,
파리바게뜨 시흥뉴타운점,"카페,디저트>베이커리",서울특별시 금천구 시흥대로 204 성보빌딩 1층,37.4523170,126.9018524,,http://www.paris.co.kr/
프랑세즈과자점,"음식점>카페,디저트>베이커리",서울특별시 금천구 남부순환로 1392,37.4799230,126.9054173,,
백만그릇파스타,"이탈리아음식>스파게티,파스타전문",서울특별시 금천구 디지털로 207 2층,37.4790197,126.8891529,,
킴스델리마켓 퍼블릭가산점,"카페,디저트>베이커리",서울특별시 금천구 디지털로 178 B동 1층 M-132호,37.4753738,126.8872158,,https://www.instagram.com/kims_delimarket
미태리 가산한라원앤원점,"이탈리아음식>스파게티,파스타전문",서울특별시 금천구 가산디지털2로 101 1층 126호,37.4769042,126.8793596,,https://mymitaly.com/
무드무드,음식점>브런치,서울특별시 금천구 탑골로4길 58,37.4505624,126.9143032,,https://app.catchtable.co.kr/ct/moodmood
